Year MO DY HR MN BOUH
2013 04 04 09 31 20817.08
2013 04 04 09 32 20817.21
2013 04 04 09 33 20817.45
2013 04 04 09 34 20817.61
2013 04 04 09 35 20817.63
2013 04 04 09 36 20817.66
2013 04 04 09 37 20817.57
2013 04 04 09 38 20817.41
2013 04 04 09 39 20817.24
2013 04 04 09 40 20817.15
2013 04 04 09 41 20817.07
2013 04 04 09 42 20817.24
2013 04 04 09 43 20817.44
2013 04 04 09 44 20817.67
2013 04 04 09 45 20817.78
2013 04 04 09 46 20817.84
2013 04 04 09 47 20817.71
2013 04 04 09 48 20817.78
2013 04 04 09 49 20817.92
2013 04 04 09 50 20818.07
2013 04 04 09 51 20818.13
2013 04 04 09 52 20818.40
2013 04 04 09 53 20818.41
2013 04 04 09 54 20818.55
2013 04 04 09 55 20818.40
2013 04 04 09 56 20818.31
2013 04 04 09 57 20817.93
2013 04 04 09 58 20817.66
2013 04 04 09 59 20817.26
2013 04 04 10 00 20817.22
2013 04 04 10 01 20817.45
2013 04 04 10 02 20817.48
2013 04 04 10 03 20817.39
2013 04 04 10 04 20817.28
2013 04 04 10 05 20817.44
2013 04 04 10 06 20817.28
2013 04 04 10 07 20817.12
2013 04 04 10 08 20817.26
2013 04 04 10 09 20817.42
2013 04 04 10 10 20817.77
2013 04 04 10 11 20818.07
2013 04 04 10 12 20818.06
2013 04 04 10 13 20818.08
2013 04 04 10 14 20817.98
2013 04 04 10 15 20817.88
2013 04 04 10 16 20817.95
2013 04 04 10 17 20818.06
2013 04 04 10 18 20818.22
2013 04 04 10 19 20818.37
2013 04 04 10 20 20818.29
2013 04 04 10 21 20818.42
2013 04 04 10 22 20818.31
2013 04 04 10 23 20818.31
2013 04 04 10 24 20818.32
2013 04 04 10 25 20818.08
2013 04 04 10 26 20817.91
2013 04 04 10 27 20817.63
2013 04 04 10 28 20817.55
2013 04 04 10 29 20817.24
2013 04 04 10 30 20817.06
2013 04 04 10 31 20816.87
2013 04 04 10 32 20816.90
2013 04 04 10 33 20816.92
2013 04 04 10 34 20816.94
2013 04 04 10 35 20816.96
2013 04 04 10 36 20817.36
2013 04 04 10 37 20817.40
2013 04 04 10 38 20817.99
2013 04 04 10 39 20817.84
2013 04 04 10 40 20818.40
2013 04 04 10 41 20818.18
2013 04 04 10 42 20818.39
2013 04 04 10 43 20818.58
2013 04 04 10 44 20818.47
2013 04 04 10 45 20818.80
2013 04 04 10 46 20818.64
2013 04 04 10 47 20818.69
2013 04 04 10 48 20818.87
2013 04 04 10 49 20818.85
2013 04 04 10 50 20819.30
2013 04 04 10 51 20819.58
2013 04 04 10 52 20819.86
2013 04 04 10 53 20820.37
2013 04 04 10 54 20820.54
2013 04 04 10 55 20820.82
2013 04 04 10 56 20820.95
2013 04 04 10 57 20821.07
2013 04 04 10 58 20821.21
2013 04 04 10 59 20821.34
2013 04 04 11 00 20821.18
2013 04 04 11 01 20820.98
2013 04 04 11 02 20821.13
2013 04 04 11 03 20821.40
2013 04 04 11 04 20821.84
2013 04 04 11 05 20821.86
2013 04 04 11 06 20821.75
2013 04 04 11 07 20821.39
2013 04 04 11 08 20821.21
2013 04 04 11 09 20821.08
2013 04 04 11 10 20820.54
2013 04 04 11 11 20819.98
2013 04 04 11 12 20819.49
2013 04 04 11 13 20818.88
2013 04 04 11 14 20818.55
2013 04 04 11 15 20818.85
2013 04 04 11 16 20819.06
2013 04 04 11 17 20818.67
2013 04 04 11 18 20819.55
2013 04 04 11 19 20820.03
2013 04 04 11 20 20820.42
2013 04 04 11 21 20820.91
2013 04 04 11 22 20821.45
2013 04 04 11 23 20821.76
2013 04 04 11 24 20821.96
2013 04 04 11 25 20822.20
2013 04 04 11 26 20822.65
2013 04 04 11 27 20822.68
2013 04 04 11 28 20822.87
2013 04 04 11 29 20823.20
2013 04 04 11 30 20823.47
2013 04 04 11 31 20823.65
2013 04 04 11 32 20823.86
2013 04 04 11 33 20824.08
2013 04 04 11 34 20824.22
2013 04 04 11 35 20824.43
2013 04 04 11 36 20824.10
2013 04 04 11 37 20823.90
2013 04 04 11 38 20823.65
2013 04 04 11 39 20823.76
2013 04 04 11 40 20823.92
2013 04 04 11 41 20824.04
2013 04 04 11 42 20824.08
2013 04 04 11 43 20823.40
2013 04 04 11 44 20823.10
2013 04 04 11 45 20822.78
2013 04 04 11 46 20822.65
2013 04 04 11 47 20822.65
2013 04 04 11 48 20822.55
2013 04 04 11 49 20822.45
2013 04 04 11 50 20822.46
2013 04 04 11 51 20822.59
2013 04 04 11 52 20822.54
2013 04 04 11 53 20822.61
2013 04 04 11 54 20822.88
2013 04 04 11 55 20823.04
2013 04 04 11 56 20823.31
2013 04 04 11 57 20823.54
2013 04 04 11 58 20823.76
2013 04 04 11 59 20823.99
2013 04 04 12 00 20824.15
2013 04 04 12 01 20824.24
2013 04 04 12 02 20824.61
2013 04 04 12 03 20824.89
2013 04 04 12 04 20824.88
2013 04 04 12 05 20825.02
2013 04 04 12 06 20825.11
2013 04 04 12 07 20825.06
2013 04 04 12 08 20825.22
2013 04 04 12 09 20825.24
2013 04 04 12 10 20825.11
2013 04 04 12 11 20824.88
2013 04 04 12 12 20824.68
2013 04 04 12 13 20824.54
2013 04 04 12 14 20824.38
2013 04 04 12 15 20824.37
2013 04 04 12 16 20824.17
2013 04 04 12 17 20824.11
2013 04 04 12 18 20823.99
2013 04 04 12 19 20824.03
2013 04 04 12 20 20824.17
2013 04 04 12 21 20824.17
2013 04 04 12 22 20824.13
2013 04 04 12 23 20824.10
2013 04 04 12 24 20824.01
2013 04 04 12 25 20823.77
2013 04 04 12 26 20823.65
2013 04 04 12 27 20823.39
2013 04 04 12 28 20823.07
2013 04 04 12 29 20822.75
2013 04 04 12 30 20822.72
2013 04 04 12 31 20822.79
2013 04 04 12 32 20822.98
2013 04 04 12 33 20823.15
2013 04 04 12 34 20823.14
2013 04 04 12 35 20822.95
2013 04 04 12 36 20822.87
2013 04 04 12 37 20822.49
2013 04 04 12 38 20821.81
2013 04 04 12 39 20821.16
2013 04 04 12 40 20820.51
2013 04 04 12 41 20820.00
2013 04 04 12 42 20819.38
2013 04 04 12 43 20819.33
2013 04 04 12 44 20819.44
2013 04 04 12 45 20819.34
2013 04 04 12 46 20819.36
2013 04 04 12 47 20819.45
2013 04 04 12 48 20819.65
2013 04 04 12 49 20819.63
2013 04 04 12 50 20819.60
2013 04 04 12 51 20819.50
2013 04 04 12 52 20819.54
2013 04 04 12 53 20819.45
2013 04 04 12 54 20819.49
2013 04 04 12 55 20819.40
2013 04 04 12 56 20819.36
2013 04 04 12 57 20819.37
2013 04 04 12 58 20819.34
2013 04 04 12 59 20819.40
2013 04 04 13 00 20819.39
2013 04 04 13 01 20819.37
2013 04 04 13 02 20819.37
2013 04 04 13 03 20819.25
2013 04 04 13 04 20819.28
2013 04 04 13 05 20819.29
2013 04 04 13 06 20819.38
2013 04 04 13 07 20819.36
2013 04 04 13 08 20819.21
2013 04 04 13 09 20819.13
2013 04 04 13 10 20819.07
2013 04 04 13 11 20819.04
2013 04 04 13 12 20818.89
2013 04 04 13 13 20818.82
2013 04 04 13 14 20818.67
2013 04 04 13 15 20818.52
2013 04 04 13 16 20818.31
2013 04 04 13 17 20818.18
2013 04 04 13 18 20817.94
2013 04 04 13 19 20817.92
2013 04 04 13 20 20817.81
2013 04 04 13 21 20817.74
2013 04 04 13 22 20817.65
2013 04 04 13 23 20817.44
2013 04 04 13 24 20817.18
2013 04 04 13 25 20816.92
2013 04 04 13 26 20816.61
2013 04 04 13 27 20816.38
2013 04 04 13 28 20816.12
2013 04 04 13 29 20815.98
2013 04 04 13 30 20815.69
2013 04 04 13 31 20815.42
2013 04 04 13 32 20815.13
2013 04 04 13 33 20815.00
2013 04 04 13 34 20814.91
2013 04 04 13 35 20815.01
2013 04 04 13 36 20814.83
2013 04 04 13 37 20814.74
2013 04 04 13 38 20814.63
2013 04 04 13 39 20814.43
2013 04 04 13 40 20814.53
2013 04 04 13 41 20814.39
2013 04 04 13 42 20814.44
2013 04 04 13 43 20814.26
2013 04 04 13 44 20814.09
2013 04 04 13 45 20813.79
2013 04 04 13 46 20813.51
2013 04 04 13 47 20813.23
2013 04 04 13 48 20813.08
2013 04 04 13 49 20812.98
2013 04 04 13 50 20812.88
2013 04 04 13 51 20812.42
2013 04 04 13 52 20812.18
2013 04 04 13 53 20811.83
2013 04 04 13 54 20811.74
2013 04 04 13 55 20811.27
2013 04 04 13 56 20810.79
2013 04 04 13 57 20810.26
2013 04 04 13 58 20810.16
2013 04 04 13 59 20810.30
2013 04 04 14 00 20810.29
2013 04 04 14 01 20810.24
2013 04 04 14 02 20810.33
2013 04 04 14 03 20810.37
2013 04 04 14 04 20810.26
2013 04 04 14 05 20810.30
2013 04 04 14 06 20810.49
2013 04 04 14 07 20810.39
2013 04 04 14 08 20810.13
2013 04 04 14 09 20810.01
2013 04 04 14 10 20809.54
2013 04 04 14 11 20809.25
2013 04 04 14 12 20809.03
2013 04 04 14 13 20809.03
2013 04 04 14 14 20808.96
2013 04 04 14 15 20808.93
2013 04 04 14 16 20808.94
2013 04 04 14 17 20808.81
2013 04 04 14 18 20808.67
2013 04 04 14 19 20808.61
2013 04 04 14 20 20808.39
2013 04 04 14 21 20808.38
2013 04 04 14 22 20808.25
2013 04 04 14 23 20808.20
2013 04 04 14 24 20808.18
2013 04 04 14 25 20808.19
2013 04 04 14 26 20808.14
2013 04 04 14 27 20808.02
2013 04 04 14 28 20808.15
2013 04 04 14 29 20808.35
2013 04 04 14 30 20808.45
2013 04 04 14 31 20808.48
2013 04 04 14 32 20808.52
2013 04 04 14 33 20808.71
2013 04 04 14 34 20808.74
2013 04 04 14 35 20808.83
2013 04 04 14 36 20809.05
2013 04 04 14 37 20808.97
2013 04 04 14 38 20808.84
2013 04 04 14 39 20808.76
2013 04 04 14 40 20808.59
2013 04 04 14 41 20808.80
2013 04 04 14 42 20808.93
2013 04 04 14 43 20809.20
2013 04 04 14 44 20809.20
2013 04 04 14 45 20809.19
2013 04 04 14 46 20809.05
2013 04 04 14 47 20809.08
2013 04 04 14 48 20809.15
2013 04 04 14 49 20809.15
2013 04 04 14 50 20809.07
2013 04 04 14 51 20809.15
2013 04 04 14 52 20808.94
2013 04 04 14 53 20808.82
2013 04 04 14 54 20808.75
2013 04 04 14 55 20808.73
2013 04 04 14 56 20808.85
2013 04 04 14 57 20808.80
2013 04 04 14 58 20808.64
2013 04 04 14 59 20808.46
2013 04 04 15 00 20808.25
2013 04 04 15 01 20808.00
2013 04 04 15 02 20807.76
2013 04 04 15 03 20807.43
2013 04 04 15 04 20807.29
2013 04 04 15 05 20807.12
2013 04 04 15 06 20807.01
2013 04 04 15 07 20807.04
2013 04 04 15 08 20806.97
2013 04 04 15 09 20806.71
2013 04 04 15 10 20806.60
2013 04 04 15 11 20806.36
2013 04 04 15 12 20806.21
2013 04 04 15 13 20806.03
2013 04 04 15 14 20805.75
2013 04 04 15 15 20805.67
2013 04 04 15 16 20805.46
2013 04 04 15 17 20805.16
2013 04 04 15 18 20805.00
2013 04 04 15 19 20804.83
2013 04 04 15 20 20804.71
2013 04 04 15 21 20804.39
2013 04 04 15 22 20804.18
2013 04 04 15 23 20803.77
2013 04 04 15 24 20803.56
2013 04 04 15 25 20803.20
2013 04 04 15 26 20802.84
2013 04 04 15 27 20802.68
2013 04 04 15 28 20802.40
2013 04 04 15 29 20802.17
2013 04 04 15 30 20801.99
2013 04 04 15 31 20801.74
2013 04 04 15 32 20801.61
2013 04 04 15 33 20801.38
2013 04 04 15 34 20801.14
2013 04 04 15 35 20800.86
2013 04 04 15 36 20800.85
2013 04 04 15 37 20800.67
2013 04 04 15 38 20800.53
2013 04 04 15 39 20800.29
2013 04 04 15 40 20799.97
2013 04 04 15 41 20799.97
2013 04 04 15 42 20799.64
2013 04 04 15 43 20799.52
2013 04 04 15 44 20799.40
2013 04 04 15 45 20799.18
2013 04 04 15 46 20799.02
2013 04 04 15 47 20798.82
2013 04 04 15 48 20798.62
2013 04 04 15 49 20798.38
2013 04 04 15 50 20798.52
2013 04 04 15 51 20798.44
2013 04 04 15 52 20798.46
2013 04 04 15 53 20798.41
2013 04 04 15 54 20798.25
2013 04 04 15 55 20798.09
2013 04 04 15 56 20797.80
2013 04 04 15 57 20797.70
2013 04 04 15 58 20797.56
2013 04 04 15 59 20797.38
2013 04 04 16 00 20797.21
2013 04 04 16 01 20797.00
2013 04 04 16 02 20796.90
2013 04 04 16 03 20796.73
2013 04 04 16 04 20796.50
2013 04 04 16 05 20796.45
2013 04 04 16 06 20796.39
2013 04 04 16 07 20796.22
2013 04 04 16 08 20795.96
2013 04 04 16 09 20795.92
2013 04 04 16 10 20795.74
2013 04 04 16 11 20795.99
2013 04 04 16 12 20796.00
2013 04 04 16 13 20796.06
2013 04 04 16 14 20796.23
2013 04 04 16 15 20796.11
2013 04 04 16 16 20796.06
2013 04 04 16 17 20796.05
2013 04 04 16 18 20795.99
2013 04 04 16 19 20795.98
2013 04 04 16 20 20795.91
2013 04 04 16 21 20795.95
2013 04 04 16 22 20795.64
2013 04 04 16 23 20795.65
2013 04 04 16 24 20795.47
2013 04 04 16 25 20795.34
2013 04 04 16 26 20795.26
2013 04 04 16 27 20795.12
2013 04 04 16 28 20794.92
2013 04 04 16 29 20794.59
2013 04 04 16 30 20794.50
2013 04 04 16 31 20794.22
2013 04 04 16 32 20794.02
2013 04 04 16 33 20793.82
2013 04 04 16 34 20793.65
2013 04 04 16 35 20793.73
2013 04 04 16 36 20793.60
2013 04 04 16 37 20793.58
2013 04 04 16 38 20793.53
2013 04 04 16 39 20793.60
2013 04 04 16 40 20793.50
2013 04 04 16 41 20793.46
2013 04 04 16 42 20793.40
2013 04 04 16 43 20793.29
2013 04 04 16 44 20793.26
2013 04 04 16 45 20793.46
2013 04 04 16 46 20793.42
2013 04 04 16 47 20793.48
2013 04 04 16 48 20793.45
2013 04 04 16 49 20793.36
2013 04 04 16 50 20793.38
2013 04 04 16 51 20793.25
2013 04 04 16 52 20793.05
2013 04 04 16 53 20792.65
2013 04 04 16 54 20792.47
2013 04 04 16 55 20792.14
2013 04 04 16 56 20792.09
2013 04 04 16 57 20791.89
2013 04 04 16 58 20791.74
2013 04 04 16 59 20791.55
2013 04 04 17 00 20791.19
2013 04 04 17 01 20791.08
2013 04 04 17 02 20790.86
2013 04 04 17 03 20790.59
2013 04 04 17 04 20790.67
2013 04 04 17 05 20790.47
2013 04 04 17 06 20790.29
2013 04 04 17 07 20790.13
2013 04 04 17 08 20789.97
2013 04 04 17 09 20789.79
2013 04 04 17 10 20789.65
2013 04 04 17 11 20789.64
2013 04 04 17 12 20789.52
2013 04 04 17 13 20789.51
2013 04 04 17 14 20789.40
2013 04 04 17 15 20789.45
2013 04 04 17 16 20789.52
2013 04 04 17 17 20789.53
2013 04 04 17 18 20789.48
2013 04 04 17 19 20789.46
2013 04 04 17 20 20789.61
2013 04 04 17 21 20789.56
2013 04 04 17 22 20789.57
2013 04 04 17 23 20789.57
2013 04 04 17 24 20789.53
2013 04 04 17 25 20789.61
2013 04 04 17 26 20789.53
2013 04 04 17 27 20789.46
2013 04 04 17 28 20789.47
2013 04 04 17 29 20789.42
2013 04 04 17 30 20789.56
2013 04 04 17 31 20789.58
2013 04 04 17 32 20789.71
2013 04 04 17 33 20789.67
2013 04 04 17 34 20789.68
2013 04 04 17 35 20789.64
2013 04 04 17 36 20789.74
2013 04 04 17 37 20789.62
2013 04 04 17 38 20789.70
2013 04 04 17 39 20789.77
2013 04 04 17 40 20789.68
2013 04 04 17 41 20789.71
2013 04 04 17 42 20789.64
2013 04 04 17 43 20789.62
2013 04 04 17 44 20789.75
2013 04 04 17 45 20789.80
2013 04 04 17 46 20789.71
2013 04 04 17 47 20789.76
2013 04 04 17 48 20789.87
2013 04 04 17 49 20789.80
2013 04 04 17 50 20789.99
2013 04 04 17 51 20789.89
2013 04 04 17 52 20790.08
2013 04 04 17 53 20790.15
2013 04 04 17 54 20790.06
2013 04 04 17 55 20790.20
2013 04 04 17 56 20790.10
2013 04 04 17 57 20790.12
2013 04 04 17 58 20790.24
2013 04 04 17 59 20790.13
2013 04 04 18 00 20790.09
2013 04 04 18 01 20790.01
2013 04 04 18 02 20790.06
2013 04 04 18 03 20789.88
2013 04 04 18 04 20789.83
2013 04 04 18 05 20789.71
2013 04 04 18 06 20789.71
2013 04 04 18 07 20789.65
2013 04 04 18 08 20789.79
2013 04 04 18 09 20789.64
2013 04 04 18 10 20789.80
2013 04 04 18 11 20789.82
2013 04 04 18 12 20790.03
2013 04 04 18 13 20789.80
2013 04 04 18 14 20789.88
2013 04 04 18 15 20789.84
2013 04 04 18 16 20789.79
2013 04 04 18 17 20790.01
2013 04 04 18 18 20789.85
2013 04 04 18 19 20789.90
2013 04 04 18 20 20789.77
2013 04 04 18 21 20789.61
2013 04 04 18 22 20789.53
2013 04 04 18 23 20789.50
2013 04 04 18 24 20789.63
2013 04 04 18 25 20789.62
2013 04 04 18 26 20789.63
2013 04 04 18 27 20789.69
2013 04 04 18 28 20789.68
2013 04 04 18 29 20789.62
2013 04 04 18 30 20789.70
2013 04 04 18 31 20789.70
2013 04 04 18 32 20789.53
2013 04 04 18 33 20789.64
2013 04 04 18 34 20789.53
2013 04 04 18 35 20789.51
2013 04 04 18 36 20789.40
2013 04 04 18 37 20789.40
2013 04 04 18 38 20789.28
2013 04 04 18 39 20789.30
2013 04 04 18 40 20789.22
2013 04 04 18 41 20789.06
2013 04 04 18 42 20788.99
2013 04 04 18 43 20788.71
2013 04 04 18 44 20788.76
2013 04 04 18 45 20788.53
2013 04 04 18 46 20788.55
2013 04 04 18 47 20788.33
2013 04 04 18 48 20788.32
2013 04 04 18 49 20788.26
2013 04 04 18 50 20788.17
2013 04 04 18 51 20788.29
2013 04 04 18 52 20788.09
2013 04 04 18 53 20788.22
2013 04 04 18 54 20788.12
2013 04 04 18 55 20788.22
2013 04 04 18 56 20788.04
2013 04 04 18 57 20788.14
2013 04 04 18 58 20788.00
2013 04 04 18 59 20787.93
2013 04 04 19 00 20787.84
2013 04 04 19 01 20787.88
2013 04 04 19 02 20787.82
2013 04 04 19 03 20787.98
2013 04 04 19 04 20787.93
2013 04 04 19 05 20787.93
2013 04 04 19 06 20787.62
2013 04 04 19 07 20787.54
2013 04 04 19 08 20787.59
2013 04 04 19 09 20787.50
2013 04 04 19 10 20787.52
2013 04 04 19 11 20787.51
2013 04 04 19 12 20787.51
2013 04 04 19 13 20787.56
2013 04 04 19 14 20787.62
2013 04 04 19 15 20787.52
2013 04 04 19 16 20787.63
2013 04 04 19 17 20787.33
2013 04 04 19 18 20787.38
2013 04 04 19 19 20787.46
2013 04 04 19 20 20787.38
2013 04 04 19 21 20787.44
2013 04 04 19 22 20787.37
2013 04 04 19 23 20787.41
2013 04 04 19 24 20787.13
2013 04 04 19 25 20786.85
2013 04 04 19 26 20786.75
2013 04 04 19 27 20786.70
2013 04 04 19 28 20786.96
2013 04 04 19 29 20786.96
2013 04 04 19 30 20787.09
2013 04 04 19 31 20787.12
2013 04 04 19 32 20787.38
2013 04 04 19 33 20787.47
2013 04 04 19 34 20787.47
2013 04 04 19 35 20787.34
2013 04 04 19 36 20787.58
2013 04 04 19 37 20787.49
2013 04 04 19 38 20787.54
2013 04 04 19 39 20787.36
2013 04 04 19 40 20787.42
2013 04 04 19 41 20787.24
2013 04 04 19 42 20787.20
2013 04 04 19 43 20786.98
2013 04 04 19 44 20786.59
2013 04 04 19 45 20786.58
2013 04 04 19 46 20786.42
2013 04 04 19 47 20786.17
2013 04 04 19 48 20786.23
2013 04 04 19 49 20786.01
2013 04 04 19 50 20785.87
2013 04 04 19 51 20785.92
2013 04 04 19 52 20785.67
2013 04 04 19 53 20785.61
2013 04 04 19 54 20785.53
2013 04 04 19 55 20785.43
2013 04 04 19 56 20785.48
2013 04 04 19 57 20785.38
2013 04 04 19 58 20785.31
2013 04 04 19 59 20785.34
2013 04 04 20 00 20785.16
2013 04 04 20 01 20785.18
2013 04 04 20 02 20785.09
2013 04 04 20 03 20784.94
2013 04 04 20 04 20784.98
2013 04 04 20 05 20785.10
2013 04 04 20 06 20784.90
2013 04 04 20 07 20785.08
2013 04 04 20 08 20784.88
2013 04 04 20 09 20784.92
2013 04 04 20 10 20785.09
2013 04 04 20 11 20784.90
2013 04 04 20 12 20784.89
2013 04 04 20 13 20784.88
2013 04 04 20 14 20785.13
2013 04 04 20 15 20785.11
2013 04 04 20 16 20785.28
2013 04 04 20 17 20785.25
2013 04 04 20 18 20785.29
2013 04 04 20 19 20785.45
2013 04 04 20 20 20785.35
2013 04 04 20 21 20785.56
2013 04 04 20 22 20785.43
2013 04 04 20 23 20785.55
2013 04 04 20 24 20785.64
2013 04 04 20 25 20785.98
2013 04 04 20 26 20786.11
2013 04 04 20 27 20786.33
2013 04 04 20 28 20786.70
2013 04 04 20 29 20786.74
2013 04 04 20 30 20787.03
2013 04 04 20 31 20787.17
2013 04 04 20 32 20787.48
2013 04 04 20 33 20787.53
2013 04 04 20 34 20787.74
2013 04 04 20 35 20788.06
2013 04 04 20 36 20788.30
2013 04 04 20 37 20788.58
2013 04 04 20 38 20788.69
2013 04 04 20 39 20788.86
2013 04 04 20 40 20789.06
2013 04 04 20 41 20788.87
2013 04 04 20 42 20789.42
2013 04 04 20 43 20789.26
2013 04 04 20 44 20789.66
2013 04 04 20 45 20789.90
2013 04 04 20 46 20790.20
2013 04 04 20 47 20790.44
2013 04 04 20 48 20790.43
2013 04 04 20 49 20791.01
2013 04 04 20 50 20790.94
2013 04 04 20 51 20790.82
2013 04 04 20 52 20790.99
2013 04 04 20 53 20791.42
2013 04 04 20 54 20791.74
2013 04 04 20 55 20792.01
2013 04 04 20 56 20792.44
2013 04 04 20 57 20792.28
2013 04 04 20 58 20792.49
2013 04 04 20 59 20792.79
2013 04 04 21 00 20792.93
2013 04 04 21 01 20793.32
2013 04 04 21 02 20793.58
2013 04 04 21 03 20794.21
2013 04 04 21 04 20794.21
2013 04 04 21 05 20794.82
2013 04 04 21 06 20794.86
2013 04 04 21 07 20795.13
2013 04 04 21 08 20795.65
2013 04 04 21 09 20795.70
2013 04 04 21 10 20796.37
2013 04 04 21 11 20796.39
2013 04 04 21 12 20796.70
2013 04 04 21 13 20797.08
2013 04 04 21 14 20797.13
2013 04 04 21 15 20797.16
2013 04 04 21 16 20797.33
2013 04 04 21 17 20797.66
2013 04 04 21 18 20798.01
2013 04 04 21 19 20798.42
2013 04 04 21 20 20798.61
2013 04 04 21 21 20798.75
2013 04 04 21 22 20798.68
2013 04 04 21 23 20798.72
2013 04 04 21 24 20798.66
2013 04 04 21 25 20799.01
2013 04 04 21 26 20798.22
2013 04 04 21 27 20798.68
2013 04 04 21 28 20798.88
2013 04 04 21 29 20798.64
2013 04 04 21 30 20798.69
2013 04 04 21 31 20798.71
2013 04 04 21 32 20798.58
2013 04 04 21 33 20798.75
2013 04 04 21 34 20798.79
2013 04 04 21 35 20798.85
2013 04 04 21 36 20799.08
2013 04 04 21 37 20799.07
2013 04 04 21 38 20799.12
2013 04 04 21 39 20799.33
2013 04 04 21 40 20799.30
2013 04 04 21 41 20799.30
2013 04 04 21 42 20799.16
2013 04 04 21 43 20799.31
2013 04 04 21 44 20799.36
2013 04 04 21 45 20799.49
2013 04 04 21 46 20799.63
2013 04 04 21 47 20799.58
2013 04 04 21 48 20799.62
2013 04 04 21 49 20799.75
2013 04 04 21 50 20799.96
2013 04 04 21 51 20800.25
2013 04 04 21 52 20800.34
2013 04 04 21 53 20800.66
2013 04 04 21 54 20800.94
2013 04 04 21 55 20801.08
2013 04 04 21 56 20801.16
2013 04 04 21 57 20800.86
2013 04 04 21 58 20800.90
2013 04 04 21 59 20800.70
2013 04 04 22 00 20800.34
2013 04 04 22 01 20800.13
2013 04 04 22 02 20799.94
2013 04 04 22 03 20799.88
2013 04 04 22 04 20800.04
2013 04 04 22 05 20800.00
2013 04 04 22 06 20800.01
2013 04 04 22 07 20800.31
2013 04 04 22 08 20800.32
2013 04 04 22 09 20800.48
2013 04 04 22 10 20800.60
2013 04 04 22 11 20800.91
2013 04 04 22 12 20800.33
2013 04 04 22 13 20800.44
2013 04 04 22 14 20800.54
2013 04 04 22 15 20800.60
2013 04 04 22 16 20801.04
2013 04 04 22 17 20801.40
2013 04 04 22 18 20801.27
2013 04 04 22 19 20801.67
2013 04 04 22 20 20801.99
2013 04 04 22 21 20801.68
2013 04 04 22 22 20801.95
2013 04 04 22 23 20802.07
2013 04 04 22 24 20802.13
2013 04 04 22 25 20802.29
2013 04 04 22 26 20802.42
2013 04 04 22 27 20802.56
2013 04 04 22 28 20802.88
2013 04 04 22 29 20803.00
2013 04 04 22 30 20802.98
2013 04 04 22 31 20802.99
2013 04 04 22 32 20803.16
2013 04 04 22 33 20803.13
2013 04 04 22 34 20803.24
2013 04 04 22 35 20803.35
2013 04 04 22 36 20803.42
2013 04 04 22 37 20803.59
2013 04 04 22 38 20803.74
2013 04 04 22 39 20803.91
2013 04 04 22 40 20804.06
2013 04 04 22 41 20804.47
2013 04 04 22 42 20804.67
2013 04 04 22 43 20804.94
2013 04 04 22 44 20805.06
2013 04 04 22 45 20805.21
2013 04 04 22 46 20805.44
2013 04 04 22 47 20805.49
2013 04 04 22 48 20805.72
2013 04 04 22 49 20806.02
2013 04 04 22 50 20805.79
2013 04 04 22 51 20806.08
2013 04 04 22 52 20806.13
2013 04 04 22 53 20806.21
2013 04 04 22 54 20806.23
2013 04 04 22 55 20806.33
2013 04 04 22 56 20806.40
2013 04 04 22 57 20806.55
2013 04 04 22 58 20806.71
2013 04 04 22 59 20806.91
2013 04 04 23 00 20807.29
2013 04 04 23 01 20807.03
2013 04 04 23 02 20807.30
2013 04 04 23 03 20807.79
2013 04 04 23 04 20807.16
2013 04 04 23 05 20807.88
2013 04 04 23 06 20808.01
2013 04 04 23 07 20808.34
2013 04 04 23 08 20808.52
2013 04 04 23 09 20808.69
2013 04 04 23 10 20808.91
2013 04 04 23 11 20809.01
2013 04 04 23 12 20809.04
2013 04 04 23 13 20809.30
2013 04 04 23 14 20809.49
2013 04 04 23 15 20809.57
2013 04 04 23 16 20809.80
2013 04 04 23 17 20810.18
2013 04 04 23 18 20810.33
2013 04 04 23 19 20810.55
2013 04 04 23 20 20810.83
2013 04 04 23 21 20811.11
2013 04 04 23 22 20811.53
2013 04 04 23 23 20811.81
2013 04 04 23 24 20812.08
2013 04 04 23 25 20812.46
2013 04 04 23 26 20812.54
2013 04 04 23 27 20812.62
2013 04 04 23 28 20812.69
2013 04 04 23 29 20812.90
2013 04 04 23 30 20813.11
2013 04 04 23 31 20813.47
2013 04 04 23 32 20813.55
2013 04 04 23 33 20813.76
2013 04 04 23 34 20814.00
2013 04 04 23 35 20814.12
2013 04 04 23 36 20814.28
2013 04 04 23 37 20814.27
2013 04 04 23 38 20814.42
2013 04 04 23 39 20814.63
2013 04 04 23 40 20814.93
2013 04 04 23 41 20815.02
2013 04 04 23 42 20815.13
2013 04 04 23 43 20815.41
2013 04 04 23 44 20815.68
2013 04 04 23 45 20815.88
2013 04 04 23 46 20816.04
2013 04 04 23 47 20816.38
2013 04 04 23 48 20816.44
2013 04 04 23 49 20816.66
2013 04 04 23 50 20817.00
2013 04 04 23 51 20817.12
2013 04 04 23 52 20817.50
2013 04 04 23 53 20817.49
2013 04 04 23 54 20817.70
2013 04 04 23 55 20817.58
2013 04 04 23 56 20817.75
2013 04 04 23 57 20817.62
2013 04 04 23 58 20817.42
2013 04 04 23 59 20817.67
2013 04 05 00 00 20817.32
2013 04 05 00 01 20817.64
2013 04 05 00 02 20817.26
2013 04 05 00 03 20817.56
2013 04 05 00 04 20817.25
